Generation,tournament|team_swap|global_perm|elitism=True,tournament|team_swap|random_swap|elitism=True,tournament|team_swap|between_teams|elitism=True,tournament|team_two_point|global_perm|elitism=True,tournament|team_two_point|random_swap|elitism=True,tournament|team_two_point|between_teams|elitism=True,fitness_proportionate|team_swap|global_perm|elitism=True,fitness_proportionate|team_swap|random_swap|elitism=True,fitness_proportionate|team_swap|between_teams|elitism=True,fitness_proportionate|team_two_point|global_perm|elitism=True,fitness_proportionate|team_two_point|random_swap|elitism=True,fitness_proportionate|team_two_point|between_teams|elitism=True,tournament|team_swap|global_perm|elitism=False,tournament|team_swap|random_swap|elitism=False,tournament|team_swap|between_teams|elitism=False,tournament|team_two_point|global_perm|elitism=False,tournament|team_two_point|random_swap|elitism=False,tournament|team_two_point|between_teams|elitism=False,fitness_proportionate|team_swap|global_perm|elitism=False,fitness_proportionate|team_swap|random_swap|elitism=False,fitness_proportionate|team_swap|between_teams|elitism=False,fitness_proportionate|team_two_point|global_perm|elitism=False,fitness_proportionate|team_two_point|random_swap|elitism=False,fitness_proportionate|team_two_point|between_teams|elitism=False
0,0.781285594340438,0.6914194930545704,0.6596869266024765,0.6381105133035231,0.6949644061164792,0.8070727192320993,0.6536284963851311,0.6363636363636369,0.5406896999639423,0.6617690235359768,0.7052365387324708,0.7153311448094629,0.5862825488357838,0.6674855026105376,0.6323740465744087,0.6749941720272635,0.6335018581643185,0.7251406380841222,0.5539902639156017,0.5755918550277714,0.6653130162206939,0.6200439599562719,0.611608923418262,0.6453351553701784
1,0.781285594340438,0.6914194930545704,0.6596869266024765,0.6381105133035231,0.6949644061164792,0.8070727192320993,0.6596869266024781,0.6363636363636369,0.638110513303522,0.6617690235359768,0.7052365387324708,0.7262781079547537,0.5862825488357846,0.6674855026105376,0.6667574004801328,0.6749941720272635,0.6789136829614737,0.7251406380841222,0.599657582933204,0.5987810993050369,0.5979103417052346,0.6200439599562719,0.6135463207351819,0.6914194930545723
2,0.781285594340438,0.751462610817912,0.6596869266024765,0.6381105133035231,0.6949644061164792,0.8070727192320993,0.6596869266024781,0.7662486599270054,0.7052365387324689,0.6617690235359768,0.7091810566199649,0.7812855943404402,0.5862825488357846,0.6674855026105376,0.6667574004801328,0.6749941720272635,0.6789136829614737,0.7251406380841222,0.599657582933204,0.6023221409835116,0.6041285466629747,0.6200439599562719,0.6078163841335158,0.5823646590575134
