Generation,tournament|positionbased|global_perm|elitism=True,tournament|positionbased|random_swap|elitism=True,tournament|positionbased_2child|random_swap|elitism=True,tournament|blockwise|random_swap|elitism=True,tournament|blockwise_2child|global_perm|elitism=True,tournament|positionbased|between_teams|elitism=True,fitness_proportionate|positionbased|global_perm|elitism=True,fitness_proportionate|positionbased|random_swap|elitism=True,fitness_proportionate|positionbased_2child|random_swap|elitism=True,fitness_proportionate|blockwise|random_swap|elitism=True,fitness_proportionate|blockwise_2child|global_perm|elitism=True,fitness_proportionate|positionbased|between_teams|elitism=True
31,0.8571928494377974,0.9246831263432937,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.8903178627813031,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.857192849437799
32,0.8571928494377974,0.9246831263432937,0.9246831263432937,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.8903178627813031,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.857192849437799
33,0.857192849437799,0.9246831263432937,0.9246831263432937,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.8672041341298805
34,0.857192849437799,0.9246831263432937,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.8672041341298805
35,0.857192849437799,0.9246831263432937,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.8772154188219661
36,0.8672041341298805,0.9246831263432937,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.8772154188219661
37,0.877215418821962,0.9246831263432937,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.8772154188219661
38,0.877215418821962,0.9246831263432937,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.8772154188219661
39,0.877215418821962,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401
40,0.877215418821962,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401
41,0.877215418821962,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401
42,0.877215418821962,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401
43,0.877215418821962,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401
44,0.877215418821962,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401
45,0.877215418821962,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401
46,0.877215418821962,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401
47,0.877215418821962,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401
48,0.877215418821962,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401
49,0.877215418821962,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9034203067406401
50,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9246831263432937,0.9034203067406401,0.9034203067406401
51,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9246831263432937,0.9034203067406401,0.9034203067406401
52,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9246831263432937,0.9034203067406401,0.9034203067406401
53,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9246831263432937,0.9034203067406401,0.9034203067406401
54,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9034203067406401
55,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9034203067406401
56,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9034203067406401
57,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9034203067406401
58,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9034203067406401
59,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9034203067406401
60,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9034203067406401
61,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9034203067406401
62,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9034203067406401
63,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9034203067406401
64,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9246831263432937,0.9034203067406401
65,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9246831263432937,0.9034203067406401
66,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9246831263432937,0.9034203067406401
67,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9246831263432937,0.9034203067406401
68,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
69,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
70,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
71,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
72,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
73,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
74,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
75,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
76,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
77,0.8903178627813011,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
78,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9034203067406401,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
79,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
80,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
81,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
82,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
83,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
84,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
85,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
86,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
87,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
88,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
89,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
90,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
91,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
92,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
93,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
94,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9034203067406401
95,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401
96,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401
97,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401
98,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401
99,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9459459459459473,0.9034203067406401
